Date,Expense Category,Amount
2020-09-09,Utilities,572.49
2022-02-24,Fuel,1593.87
2019-04-01,Fuel,1549.39
2021-01-13,Rent,479.80
2022-09-15,Meals & Entertainment,1011.69
2019-03-11,Meals & Entertainment,1056.95
2021-07-27,Salaries & Benefits,315.65
2019-08-06,Vehicle Lease,1220.15
2022-05-29,Meals & Entertainment,1991.71
2019-04-21,Meals & Entertainment,1482.17
2020-02-15,Office Supplies,792.62
2019-10-09,Office Supplies,356.86
2020-10-02,Office Supplies,419.28
2021-03-15,Meals & Entertainment,1178.19
2020-10-10,Fuel,1028.85
2019-03-04,Rent,572.45
2019-10-31,Office Supplies,697.96
2019-09-17,Salaries & Benefits,1377.45
2021-02-25,Utilities,629.35
2022-10-06,Utilities,913.14
2022-06-26,Office Supplies,950.12
2020-08-24,Fuel,321.80
2020-08-22,Salaries & Benefits,259.57
2022-08-12,Rent,880.07
2020-01-19,Office Supplies,763.67
2019-02-13,Salaries & Benefits,391.26
2022-08-30,Rent,1740.59
2022-03-30,Utilities,1478.20
2021-12-07,Utilities,401.45
2020-12-10,Office Supplies,684.29
2021-12-12,Vehicle Lease,1039.11
2020-03-15,Office Supplies,1629.09
2019-04-06,Meals & Entertainment,497.83
2022-12-04,Office Supplies,944.14
2020-12-15,Fuel,722.30
2020-10-01,Office Supplies,418.11
2022-11-12,Office Supplies,1405.07
2022-04-05,Office Supplies,1458.86
2022-01-13,Rent,344.28
2019-01-27,Office Supplies,185.46
2020-02-17,Meals & Entertainment,778.85
2020-11-20,Vehicle Lease,1331.43
2022-08-22,Salaries & Benefits,1571.88
2020-09-20,Utilities,605.32
2020-03-16,Meals & Entertainment,1433.40
2022-11-22,Meals & Entertainment,821.52
2020-12-09,Utilities,1415.61
2021-04-08,Vehicle Lease,1741.50
2019-03-18,Fuel,1877.57
2021-02-08,Meals & Entertainment,985.33
2022-11-19,Rent,1386.28
2021-07-05,Fuel,164.31
2020-11-23,Fuel,1772.36
2021-11-04,Rent,1514.77
2022-10-03,Utilities,1845.25
2022-03-31,Fuel,459.59
2020-08-09,Vehicle Lease,1109.86
2021-11-24,Vehicle Lease,855.48
2020-05-01,Meals & Entertainment,1836.08
2022-10-04,Utilities,638.36
2020-12-25,Vehicle Lease,845.09
2019-04-17,Office Supplies,1450.13
2019-03-13,Utilities,618.59
2019-06-04,Salaries & Benefits,378.45
2020-06-18,Office Supplies,383.68
2019-07-11,Salaries & Benefits,743.60
2022-06-11,Vehicle Lease,1167.15
2021-12-09,Office Supplies,585.61
2020-04-05,Rent,1722.22
2019-05-21,Utilities,857.81
2022-11-01,Office Supplies,1505.76
2022-12-12,Salaries & Benefits,729.00
2020-04-27,Utilities,982.04
2020-02-12,Rent,1565.79
2021-09-13,Fuel,1205.67
2022-06-17,Vehicle Lease,1777.70
2020-01-07,Utilities,400.16
2019-02-20,Vehicle Lease,1357.04
2021-02-17,Vehicle Lease,800.11
2020-05-26,Utilities,1724.70
2021-09-08,Salaries & Benefits,1362.40
2019-11-04,Rent,881.63
2021-02-09,Meals & Entertainment,1262.45
2020-08-26,Fuel,510.46
2020-10-19,Meals & Entertainment,1290.14
2019-08-26,Fuel,1221.16
2021-05-26,Meals & Entertainment,1507.98
2019-11-24,Meals & Entertainment,1683.36
2022-04-28,Fuel,371.54
2022-04-03,Fuel,1497.72
2022-01-15,Office Supplies,391.29
2020-11-13,Utilities,184.29
2020-07-15,Salaries & Benefits,484.45
2020-10-10,Meals & Entertainment,242.82
2022-09-28,Office Supplies,183.21
2022-03-18,Office Supplies,630.37
2019-05-08,Meals & Entertainment,593.16
2021-02-26,Office Supplies,502.74
2019-03-17,Vehicle Lease,648.66
2019-09-23,Vehicle Lease,159.97
2020-05-14,Rent,1341.05
2019-02-27,Meals & Entertainment,1378.05
2020-02-14,Rent,1960.74
2022-12-20,Fuel,243.87
2021-01-10,Meals & Entertainment,161.81
2019-08-19,Rent,1189.68
2020-05-14,Vehicle Lease,949.36
2020-05-03,Salaries & Benefits,1601.10
2022-04-26,Vehicle Lease,398.93
2021-05-22,Vehicle Lease,1656.12
2022-05-25,Meals & Entertainment,277.40
2020-06-25,Fuel,1364.94
2020-02-12,Fuel,1159.77
2021-06-28,Vehicle Lease,566.68
2019-05-30,Office Supplies,1285.21
2021-12-08,Salaries & Benefits,1140.23
2020-10-06,Rent,981.52
2020-05-20,Utilities,1509.80
2020-07-05,Fuel,1743.48
2021-05-03,Meals & Entertainment,1298.11
2022-08-25,Fuel,1446.24
2022-02-27,Meals & Entertainment,654.00
2021-09-01,Utilities,1712.34
2022-01-19,Utilities,752.27
2022-10-10,Rent,1756.89
2020-05-11,Vehicle Lease,1037.47
2021-11-03,Fuel,218.78
2022-01-13,Fuel,289.25
2020-07-31,Fuel,678.77
2020-03-07,Utilities,1190.33
2022-07-13,Vehicle Lease,1118.79
2020-06-21,Vehicle Lease,292.02
2020-01-17,Rent,1438.01
2019-04-01,Office Supplies,256.51
2019-08-21,Fuel,1645.05
2020-10-15,Vehicle Lease,686.69
2022-07-06,Utilities,1015.86
2021-04-03,Vehicle Lease,243.51
2021-12-19,Meals & Entertainment,690.78
2019-05-01,Rent,322.67
2021-10-18,Rent,648.48
2022-08-29,Office Supplies,945.82
2021-08-08,Utilities,209.15
2020-03-16,Office Supplies,1316.62
2020-08-15,Vehicle Lease,1290.90
2019-12-20,Rent,297.42
2019-01-24,Fuel,706.42
2021-03-31,Salaries & Benefits,675.66
2020-03-12,Office Supplies,1714.91
2019-11-25,Meals & Entertainment,1042.99
2021-05-04,Office Supplies,1076.41
2019-03-22,Salaries & Benefits,121.71
2020-09-23,Meals & Entertainment,1127.61
2020-06-12,Rent,219.62
2019-05-05,Vehicle Lease,1822.42
2021-01-02,Fuel,783.11
2021-03-09,Fuel,1498.50
2021-07-11,Utilities,1504.19
2020-06-16,Salaries & Benefits,1004.93
2019-02-12,Vehicle Lease,1869.41
2021-08-12,Utilities,1841.76
2020-11-08,Office Supplies,191.96
2021-07-01,Meals & Entertainment,337.26
2022-11-11,Vehicle Lease,421.16
2021-06-12,Utilities,887.68
2019-06-18,Fuel,1735.16
2019-06-08,Utilities,403.06
2022-05-02,Rent,1945.09
2020-10-30,Vehicle Lease,897.28
2019-09-08,Fuel,596.35
2022-10-06,Fuel,883.81
2021-01-01,Fuel,1905.12
2021-04-11,Office Supplies,1551.90
2020-07-06,Salaries & Benefits,1346.85
2022-07-11,Rent,108.81
2020-02-08,Office Supplies,1874.16
2020-02-11,Vehicle Lease,257.59
2022-10-27,Salaries & Benefits,450.88
2021-05-29,Meals & Entertainment,425.46
2021-08-06,Rent,580.29
2021-10-21,Office Supplies,1636.07
2019-09-15,Rent,629.59
2022-02-05,Utilities,435.67
2020-09-02,Utilities,1161.25
2019-04-09,Vehicle Lease,1252.28
2020-08-25,Office Supplies,533.80
2019-01-08,Salaries & Benefits,630.10
2020-03-11,Meals & Entertainment,501.38
2020-07-16,Utilities,1649.18
2019-10-30,Fuel,1466.61
2020-05-14,Vehicle Lease,1129.39
2020-11-08,Rent,1302.82
2021-09-10,Meals & Entertainment,837.52
2019-04-18,Fuel,561.50
2021-03-19,Fuel,1525.39
2021-02-08,Utilities,834.72
2022-08-27,Office Supplies,769.97
2021-02-25,Rent,1071.15
2022-05-23,Utilities,1933.27
2020-02-20,Rent,1112.77
2019-10-18,Vehicle Lease,1570.33
2019-07-15,Rent,1233.99
2021-01-25,Utilities,1913.82
2019-07-14,Utilities,522.78
2020-02-06,Vehicle Lease,375.89
2020-03-11,Fuel,139.28
2021-12-10,Fuel,672.76
2021-05-14,Salaries & Benefits,945.30
2022-01-26,Utilities,209.83
2019-04-28,Fuel,1273.04
2022-12-05,Vehicle Lease,842.04
2021-08-02,Fuel,475.14
2020-05-27,Salaries & Benefits,651.68
2022-07-17,Utilities,1018.29
2020-05-20,Meals & Entertainment,744.58
2020-03-11,Salaries & Benefits,898.36
2021-04-14,Rent,332.90
2022-05-02,Rent,699.31
2020-06-19,Office Supplies,261.40
2022-09-29,Rent,1399.84
2019-08-24,Office Supplies,394.73
2019-10-17,Vehicle Lease,1212.31
2019-11-04,Salaries & Benefits,681.51
2019-06-20,Salaries & Benefits,630.80
2021-04-06,Utilities,1660.96
2020-09-20,Salaries & Benefits,1707.45
2022-05-10,Meals & Entertainment,1954.92
2019-05-15,Salaries & Benefits,1532.82
2020-12-14,Vehicle Lease,1718.37
2020-11-09,Fuel,456.92
2019-04-18,Fuel,1185.66
2022-01-21,Rent,228.23
2019-06-27,Office Supplies,1167.25
2021-10-05,Fuel,1828.36
2021-08-03,Meals & Entertainment,1830.55
2020-10-17,Meals & Entertainment,1627.03
2020-06-20,Rent,1849.23
2020-07-30,Vehicle Lease,520.01
2022-06-11,Salaries & Benefits,1171.18
2021-04-28,Meals & Entertainment,1020.36
2020-01-23,Salaries & Benefits,1873.25
2021-04-20,Fuel,1114.30
2019-11-05,Rent,731.09
2020-02-22,Utilities,1483.49
2019-07-05,Fuel,978.85
2019-08-12,Utilities,1644.20
2021-09-11,Salaries & Benefits,114.50
2020-03-18,Fuel,206.25
2019-06-24,Vehicle Lease,1305.77
2021-05-05,Utilities,483.80
2022-08-31,Vehicle Lease,836.37
2021-11-02,Vehicle Lease,1879.17
2022-07-23,Office Supplies,433.56
2019-07-24,Vehicle Lease,832.26
2020-07-05,Vehicle Lease,1575.03
2020-03-12,Rent,1339.28
2019-05-08,Vehicle Lease,1844.83
2022-08-22,Utilities,639.20
2021-03-22,Meals & Entertainment,494.53
2022-01-22,Utilities,161.37
2022-04-16,Rent,1157.89
2020-05-11,Salaries & Benefits,1008.45
2020-02-12,Fuel,633.09
2022-06-19,Vehicle Lease,1689.44
2022-07-15,Salaries & Benefits,658.41
2020-08-04,Meals & Entertainment,1319.46
2019-12-04,Salaries & Benefits,1791.34
2022-02-19,Office Supplies,1992.05
2022-08-30,Office Supplies,410.00
2019-12-31,Office Supplies,1694.70
2021-08-16,Meals & Entertainment,212.16
2021-12-20,Utilities,1659.05
2022-07-31,Fuel,222.29
2019-05-08,Utilities,211.06
2021-01-17,Office Supplies,953.42
2021-04-24,Meals & Entertainment,1475.52
2021-03-18,Salaries & Benefits,441.15
2019-07-14,Vehicle Lease,1558.52
2022-12-06,Fuel,688.84
2022-10-20,Office Supplies,1799.19
2021-04-28,Office Supplies,1174.93
2022-07-01,Utilities,783.42
2019-12-14,Salaries & Benefits,1288.89
2020-03-16,Utilities,1855.88
2021-07-26,Salaries & Benefits,285.80
2019-07-04,Salaries & Benefits,385.09
2019-07-24,Meals & Entertainment,225.90
2021-12-05,Vehicle Lease,1732.57
2021-07-30,Utilities,716.78
2020-03-17,Meals & Entertainment,1104.49
2020-10-09,Fuel,211.97
2019-03-19,Vehicle Lease,815.99
2022-09-04,Utilities,1126.27
2022-11-03,Utilities,753.54
2019-01-04,Office Supplies,163.67
2022-09-05,Rent,1655.25
2020-09-03,Utilities,1442.29
2022-09-06,Office Supplies,1078.27
2020-02-15,Meals & Entertainment,1667.93
2020-01-06,Fuel,1027.43
2019-06-26,Salaries & Benefits,988.34
2019-08-18,Fuel,336.34
2021-02-11,Office Supplies,1770.34
2021-03-30,Fuel,648.33
2022-02-11,Salaries & Benefits,280.71
2019-08-13,Office Supplies,1625.96
2021-12-19,Fuel,929.55
2019-01-08,Fuel,1329.68
2022-03-25,Fuel,1308.69
2019-03-11,Utilities,432.31
2020-11-14,Office Supplies,335.61
2022-03-13,Office Supplies,1427.84
2019-07-02,Vehicle Lease,990.92
2019-01-16,Meals & Entertainment,445.34
2019-04-03,Salaries & Benefits,763.29
2021-01-07,Utilities,1240.58
2019-11-16,Meals & Entertainment,1270.70
2022-06-26,Office Supplies,1489.87
2019-07-17,Vehicle Lease,1287.05
2019-04-09,Rent,285.23
2021-10-23,Rent,1707.87
2020-03-03,Fuel,922.00
2019-05-08,Rent,1700.28
2019-01-09,Fuel,1037.03
2021-03-29,Rent,213.77
2021-12-06,Fuel,167.14
2021-01-11,Salaries & Benefits,1225.35
2019-09-07,Rent,1404.43
2019-08-21,Fuel,765.75
2022-07-19,Meals & Entertainment,311.82
2021-01-02,Vehicle Lease,1258.85
2021-10-14,Office Supplies,110.69
2022-04-24,Vehicle Lease,667.77
2020-10-24,Utilities,1847.54
2022-06-25,Salaries & Benefits,947.26
2019-10-06,Utilities,667.02
2019-04-01,Fuel,671.38
2020-09-27,Rent,950.43
2020-10-10,Office Supplies,321.34
2019-06-14,Utilities,820.94
2020-10-30,Vehicle Lease,106.26
2019-09-17,Fuel,1470.87
2021-10-29,Fuel,494.56
2020-12-01,Salaries & Benefits,547.57
2021-09-14,Fuel,1959.57
2020-01-13,Vehicle Lease,1242.75
2021-06-30,Meals & Entertainment,1437.19
2021-02-06,Fuel,1086.43
2021-08-14,Salaries & Benefits,1668.55
2021-02-03,Office Supplies,633.28
2021-01-07,Utilities,934.30
2021-09-16,Rent,517.31
2020-03-04,Utilities,1925.00
2020-01-20,Office Supplies,749.36
2022-09-08,Meals & Entertainment,1371.29
2020-08-07,Fuel,902.51
2022-11-17,Meals & Entertainment,1288.49
2019-04-05,Rent,630.70
2021-12-22,Meals & Entertainment,1736.15
2020-08-27,Rent,1862.92
2022-11-01,Fuel,717.35
2019-01-21,Salaries & Benefits,1162.40
2019-05-21,Office Supplies,829.76
2019-09-13,Fuel,506.61
2021-01-12,Vehicle Lease,1544.93
2019-12-24,Rent,1035.89
2019-08-22,Meals & Entertainment,516.33
2021-11-18,Office Supplies,187.22
2021-06-04,Rent,1778.43
2020-04-15,Office Supplies,320.17
2020-02-20,Meals & Entertainment,1973.48
2019-05-18,Vehicle Lease,600.78
2020-04-16,Meals & Entertainment,891.06
2020-11-24,Fuel,106.21
2020-05-21,Fuel,1263.73
2019-08-18,Salaries & Benefits,1002.48
2019-08-30,Utilities,899.16
2020-07-31,Rent,674.75
2019-07-10,Office Supplies,1761.12
2020-08-26,Vehicle Lease,1239.66
2020-05-15,Vehicle Lease,437.09
2019-05-18,Rent,483.17
2021-04-25,Rent,1323.16
2022-09-18,Salaries & Benefits,688.35
2022-03-07,Salaries & Benefits,1407.18
2022-01-02,Meals & Entertainment,1111.84
2020-06-27,Fuel,967.38
2022-07-29,Salaries & Benefits,1852.24
2021-10-29,Meals & Entertainment,1022.21
2021-03-26,Office Supplies,364.45
2021-04-13,Salaries & Benefits,429.88
2022-11-27,Fuel,1851.76
2020-04-25,Fuel,396.20
2022-05-25,Salaries & Benefits,1573.47
2022-09-28,Fuel,1521.03
2020-09-23,Meals & Entertainment,1860.56
2022-02-04,Meals & Entertainment,126.90
2022-03-25,Vehicle Lease,491.38
2020-04-29,Office Supplies,1834.50
2021-10-19,Utilities,283.57
2021-04-28,Rent,782.75
2021-01-27,Salaries & Benefits,1911.46
2022-09-28,Vehicle Lease,1364.35
2021-03-10,Office Supplies,673.73
2022-08-07,Meals & Entertainment,1090.32
2022-05-08,Meals & Entertainment,1192.72
2022-06-04,Fuel,1011.80
2021-11-23,Salaries & Benefits,104.95
2021-10-04,Rent,975.49
2022-06-03,Utilities,196.84
2022-03-06,Vehicle Lease,130.91
2021-04-28,Meals & Entertainment,1937.01
2022-09-25,Office Supplies,1131.07
2019-09-02,Fuel,1522.68
2021-01-30,Rent,585.20
2021-08-15,Utilities,739.55
2022-11-03,Vehicle Lease,942.44
2020-04-27,Salaries & Benefits,420.80
2022-04-25,Salaries & Benefits,1005.29
2022-06-03,Vehicle Lease,910.99
2020-11-17,Fuel,1088.60
2020-11-06,Rent,918.41
2019-12-07,Rent,338.54
2020-02-08,Salaries & Benefits,912.78
2021-05-25,Rent,1933.06
2020-11-19,Utilities,431.42
2019-03-22,Utilities,510.71
2020-04-19,Office Supplies,1888.07
2021-03-02,Utilities,1303.44
2019-11-28,Office Supplies,415.74
2019-07-22,Rent,1146.24
2021-05-04,Meals & Entertainment,675.44
2019-03-18,Fuel,585.39
2019-03-23,Rent,1123.50
2020-11-03,Meals & Entertainment,1423.82
2022-06-27,Vehicle Lease,1489.64
2020-05-01,Vehicle Lease,221.54
2021-09-09,Utilities,926.74
2020-06-01,Utilities,1557.07
2022-02-19,Fuel,1789.60
2022-06-08,Vehicle Lease,1575.64
2022-10-08,Utilities,609.79
2019-11-10,Rent,1530.88
2022-06-25,Meals & Entertainment,898.17
2019-10-15,Salaries & Benefits,1303.27
2021-03-05,Salaries & Benefits,1263.17
2021-12-21,Fuel,322.43
2020-12-24,Utilities,1913.35
2022-06-27,Fuel,706.94
2019-06-08,Rent,110.84
2022-06-25,Fuel,1187.69
2020-04-21,Meals & Entertainment,682.55
2020-07-22,Meals & Entertainment,749.24
2020-06-04,Meals & Entertainment,725.64
2020-11-12,Fuel,1685.77
2020-12-11,Salaries & Benefits,1426.19
2019-12-11,Fuel,847.15
2020-02-14,Fuel,1227.98
2020-12-16,Office Supplies,847.85
2019-05-20,Office Supplies,689.60
2021-03-05,Rent,703.96
2021-12-31,Fuel,242.43
2022-08-09,Fuel,1951.20
2021-02-15,Fuel,1677.81
2020-07-31,Salaries & Benefits,181.25
2019-01-23,Meals & Entertainment,1502.76
2022-09-25,Salaries & Benefits,619.45
2019-05-26,Salaries & Benefits,1954.80
2022-06-24,Utilities,355.43
2021-03-06,Salaries & Benefits,1547.64
2020-02-08,Office Supplies,1112.73
2020-11-01,Vehicle Lease,1761.54
2019-12-24,Salaries & Benefits,1967.90
2019-04-10,Office Supplies,438.10
2020-05-09,Rent,1203.14
2021-05-16,Office Supplies,1330.69
2022-08-11,Salaries & Benefits,614.57
2019-02-22,Office Supplies,1492.83
2021-04-11,Salaries & Benefits,629.20
2020-06-10,Vehicle Lease,548.48
2020-09-08,Office Supplies,1952.30
2019-07-15,Rent,843.05
2019-06-13,Salaries & Benefits,969.97
2020-02-07,Meals & Entertainment,926.02
2021-07-25,Utilities,883.99
2021-07-11,Meals & Entertainment,158.10
2021-07-06,Meals & Entertainment,1098.58
2022-06-03,Meals & Entertainment,151.46
2021-10-17,Salaries & Benefits,1324.40
2022-11-04,Utilities,1540.77
2020-03-15,Vehicle Lease,1304.29
2021-02-21,Office Supplies,700.65
2022-02-09,Salaries & Benefits,570.92
2019-09-16,Salaries & Benefits,520.64
2022-08-24,Fuel,1374.41
2020-01-16,Utilities,1225.93
2020-06-25,Vehicle Lease,1608.39
2022-09-29,Vehicle Lease,1882.09
2019-04-05,Meals & Entertainment,686.53
2021-01-06,Salaries & Benefits,1559.04
2021-06-25,Fuel,776.35
2020-09-16,Salaries & Benefits,806.05
2021-11-10,Rent,1061.59
2020-01-30,Office Supplies,1240.84
2019-11-12,Office Supplies,1377.71
2019-01-21,Fuel,796.60
2020-10-14,Fuel,1501.56
2020-02-12,Utilities,761.52
2022-05-04,Office Supplies,840.92
2020-12-31,Office Supplies,1436.57
2020-04-15,Vehicle Lease,1218.03
2020-02-22,Fuel,183.09
2021-07-24,Rent,1162.82
2022-01-18,Office Supplies,1564.93
2021-05-25,Fuel,1362.62
2020-02-24,Meals & Entertainment,1537.41
2020-01-23,Office Supplies,943.72
2022-02-05,Vehicle Lease,200.38
2022-08-27,Fuel,484.33
2022-11-18,Rent,388.62
2022-09-30,Utilities,1805.03
2022-03-02,Office Supplies,1374.01
2021-10-05,Rent,1252.47
2021-12-31,Salaries & Benefits,1666.56
2022-08-04,Vehicle Lease,1381.92
2022-10-08,Salaries & Benefits,239.74
2021-03-07,Fuel,1083.07
2022-12-03,Office Supplies,1078.95
2021-02-26,Meals & Entertainment,1585.80
2020-02-06,Salaries & Benefits,1988.01
2022-07-17,Utilities,1243.02
2019-08-21,Vehicle Lease,1484.47
2022-06-04,Vehicle Lease,509.00
2021-09-20,Utilities,1742.99
2022-12-23,Office Supplies,674.10
2019-12-22,Office Supplies,1896.25
2021-02-21,Vehicle Lease,490.10
2021-01-10,Salaries & Benefits,1969.47
2020-12-25,Fuel,1000.89
2022-09-10,Office Supplies,1233.50
2019-03-14,Office Supplies,541.24
2020-01-22,Rent,101.40
2021-06-14,Utilities,1675.37
2020-04-27,Rent,503.66
2020-04-12,Rent,148.93
2020-10-08,Fuel,413.36
2021-03-19,Salaries & Benefits,1868.62
2019-12-13,Vehicle Lease,1768.74
2019-08-12,Utilities,701.27
2022-07-30,Meals & Entertainment,1805.40
2020-07-31,Utilities,1108.16
2020-05-29,Meals & Entertainment,1222.57
2019-10-22,Office Supplies,542.99
2020-10-07,Rent,1642.78
2020-05-31,Meals & Entertainment,507.33
2022-09-08,Office Supplies,336.39
2020-11-04,Fuel,1519.58
2019-02-27,Utilities,1020.61
2019-04-10,Fuel,170.72
2020-11-28,Office Supplies,757.36
2020-11-01,Vehicle Lease,1103.51
2020-08-18,Office Supplies,985.73
2021-10-29,Utilities,1278.46
2020-10-16,Fuel,1604.43
2019-06-19,Utilities,1393.80
2020-12-19,Rent,1893.40
2020-02-25,Meals & Entertainment,1236.14
2019-02-01,Meals & Entertainment,816.99
2022-03-15,Utilities,1105.06
2020-12-13,Office Supplies,1879.15
2022-07-29,Fuel,1964.89
2020-12-29,Meals & Entertainment,1141.10
2020-08-16,Meals & Entertainment,1492.01
2021-08-05,Rent,1614.22
2020-03-09,Utilities,408.39
2022-02-22,Vehicle Lease,1389.87
2021-11-06,Utilities,1094.18
2022-07-05,Salaries & Benefits,1525.91
2019-08-24,Utilities,623.73
2019-08-21,Meals & Entertainment,947.40
2020-10-06,Fuel,777.36
2022-05-05,Salaries & Benefits,1389.65
2019-02-07,Meals & Entertainment,730.82
2021-11-17,Office Supplies,483.55
2022-03-13,Rent,886.99
2022-10-14,Fuel,1055.05
2021-04-01,Vehicle Lease,762.28
2022-04-21,Salaries & Benefits,831.96
2019-03-11,Salaries & Benefits,1502.21
2020-11-30,Utilities,404.15
2020-04-01,Salaries & Benefits,468.47
2022-10-04,Meals & Entertainment,917.85
2022-10-21,Salaries & Benefits,1329.46
2021-02-06,Office Supplies,412.42
2020-01-31,Office Supplies,695.75
2022-05-23,Rent,1108.83
2020-06-13,Fuel,429.67
2020-02-24,Salaries & Benefits,790.09
2022-10-10,Salaries & Benefits,1165.70
2021-06-01,Rent,1724.67
2021-01-20,Salaries & Benefits,1111.50
2020-01-19,Fuel,1229.12
2019-09-30,Meals & Entertainment,1714.66
2020-11-26,Meals & Entertainment,1768.97
2020-11-26,Meals & Entertainment,1107.15
2021-01-21,Vehicle Lease,1263.44
2021-06-12,Salaries & Benefits,204.24
2021-08-05,Fuel,1805.77
2020-04-02,Office Supplies,1442.96
2021-09-10,Fuel,1639.95
2019-09-18,Fuel,1203.32
2020-07-07,Salaries & Benefits,912.82
2022-04-13,Utilities,225.46
2020-05-07,Rent,1852.46
2019-10-27,Office Supplies,1066.51
2020-06-14,Meals & Entertainment,670.94
2020-12-28,Office Supplies,606.37
2020-11-29,Salaries & Benefits,1494.20
2021-08-19,Rent,266.25
2021-06-27,Office Supplies,101.26
2022-08-01,Meals & Entertainment,342.71
2021-04-29,Rent,615.51
2021-01-21,Salaries & Benefits,1903.26
2020-06-18,Utilities,1507.49
2019-04-10,Meals & Entertainment,373.98
2021-05-05,Rent,1238.79
2022-07-21,Utilities,917.40
2019-04-19,Fuel,1656.28
2022-07-24,Vehicle Lease,1166.20
2022-09-17,Vehicle Lease,1302.99
2021-09-01,Meals & Entertainment,783.87
2019-05-28,Meals & Entertainment,192.11
2021-11-21,Fuel,1673.57
2019-09-14,Utilities,1847.33
2020-02-04,Salaries & Benefits,1550.20
2021-10-15,Vehicle Lease,1244.51
2020-06-28,Office Supplies,217.47
2020-06-19,Salaries & Benefits,1911.47
2022-03-23,Meals & Entertainment,795.07
2019-08-13,Salaries & Benefits,1180.50
2021-06-24,Rent,206.50
2021-01-02,Rent,1787.19
2019-12-23,Fuel,824.09
2019-05-08,Salaries & Benefits,392.18
2021-06-14,Utilities,224.14
2022-06-28,Rent,675.88
2022-06-06,Utilities,1088.94
2020-10-23,Salaries & Benefits,508.35
2019-09-29,Utilities,412.94
2020-05-15,Utilities,1276.42
2021-06-25,Office Supplies,1510.64
2022-03-29,Salaries & Benefits,1770.84
2022-09-10,Office Supplies,1272.85
2019-08-09,Utilities,1122.65
2021-07-26,Salaries & Benefits,419.02
2020-01-13,Salaries & Benefits,1566.60
2022-01-10,Vehicle Lease,332.72
2019-09-28,Utilities,1832.90
2019-09-14,Vehicle Lease,528.74
2022-02-24,Rent,1029.34
2020-06-13,Vehicle Lease,143.04
2021-02-24,Fuel,510.47
2019-06-07,Salaries & Benefits,1848.40
2021-07-01,Meals & Entertainment,127.95
2022-01-08,Utilities,1090.12
2022-02-12,Rent,452.29
2021-04-03,Meals & Entertainment,1666.87
2020-06-20,Office Supplies,1532.18
2021-09-02,Utilities,563.61
2020-12-13,Meals & Entertainment,724.37
2019-04-27,Meals & Entertainment,1748.86
2019-01-07,Rent,876.92
2019-03-13,Utilities,1422.08
2022-06-15,Salaries & Benefits,790.60
